[298月2026 23:01:53.906] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserveruserdev, --gameDir, ., --fml.forgeVersion, 47.4.23, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, --nogui, --mixin.config, better_ie_coke_oven.mixins.json]
[298月2026 23:01:53.915] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.3.1 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[298月2026 23:01:54.213] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserveruserdev
[298月2026 23:01:54.323] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/liu29/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.5/9d1c0c3a304ae6697ecd477218fa61b850bf57fc/mixin-0.8.5.jar%23128!/ Service=ModLauncher Env=SERVER
[298月2026 23:01:54.609] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\liu29\.gradle\caches\modules-2\files-2.1\net.minecraftforge\javafmllanguage\1.20.1-47.4.23\103ee0ecf6e5e4a971ee1ae68384e96fd73b097f\javafmllanguage-1.20.1-47.4.23.jar is missing mods.toml file
[298月2026 23:01:54.611] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\liu29\.gradle\caches\modules-2\files-2.1\net.minecraftforge\lowcodelanguage\1.20.1-47.4.23\2531b2da1460bc09c8ec3bf946e641de664b460d\lowcodelanguage-1.20.1-47.4.23.jar is missing mods.toml file
[298月2026 23:01:54.614] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\liu29\.gradle\caches\modules-2\files-2.1\net.minecraftforge\mclanguage\1.20.1-47.4.23\eebf4eae01f6fde63717bb38b77f9b6b1b50f8\mclanguage-1.20.1-47.4.23.jar is missing mods.toml file
[298月2026 23:01:54.616] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\liu29\.gradle\caches\modules-2\files-2.1\net.minecraftforge\fmlcore\1.20.1-47.4.23\ef56cfb608a4356c3f99dd6a4fa81ce33029bcde\fmlcore-1.20.1-47.4.23.jar is missing mods.toml file
[298月2026 23:01:54.689] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[298月2026 23:01:56.615] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[298月2026 23:01:56.618] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserveruserdev' with arguments [--gameDir, ., --nogui]
[298月2026 23:01:56.676] [main/WARN] [mixin/]: Reference map 'better_ie_coke_oven.refmap.json' for better_ie_coke_oven.mixins.json could not be read. If this is a development environment you can ignore this message
[298月2026 23:01:56.832] [main/INFO] [mixin/]: Remapping refMap immersiveengineering.refmap.json using D:\mc\mcmod\Better IE Coke Oven\1.20.1\Better IE Coke Oven\build\createSrgToMcp\output.srg
[298月2026 23:02:01.473] [modloading-worker-0/ERROR] [net.minecraftforge.fml.loading.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/gui/screens/Screen for invalid dist DEDICATED_SERVER
[298月2026 23:02:01.477] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.4.23, for MC 1.20.1 with MCP 20230612.114412
[298月2026 23:02:01.477] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.4.23 Initialized
[298月2026 23:02:02.017] [modloading-worker-0/ERROR] [net.minecraftforge.fml.loading.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/gui/screens/Screen for invalid dist DEDICATED_SERVER
[298月2026 23:02:02.469] [Immersive Engineering Contributors Thread/INFO] [immersiveengineering/]: Attempting to download special revolvers from GitHub
[298月2026 23:02:02.648] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[298月2026 23:02:03.361] [main/ERROR] [net.minecraftforge.fml.loading.RuntimeDistCleaner/DISTXFORM]: Attempted to load class com/mojang/blaze3d/vertex/VertexConsumer for invalid dist DEDICATED_SERVER
[298月2026 23:02:03.431] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[298月2026 23:02:03.465] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/C:/Users/liu29/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20.1-47.4.23_mapped_official_1.20.1/forge-1.20.1-47.4.23_mapped_official_1.20.1-recomp.jar%23193!/assets/.mcassetsroot' uses unexpected schema
[298月2026 23:02:03.466] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/C:/Users/liu29/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20.1-47.4.23_mapped_official_1.20.1/forge-1.20.1-47.4.23_mapped_official_1.20.1-recomp.jar%23193!/data/.mcassetsroot' uses unexpected schema
[298月2026 23:02:03.503] [main/INFO] [net.minecraft.server.MinecraftServer/]: Found new data pack file/coke_fluid_test, loading it automatically
[298月2026 23:02:04.311] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: AHEAD Current: 47.4.23 Target: null
[298月2026 23:02:04.311] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [immersiveengineering] Starting version check at https://raw.githubusercontent.com/BluSunrize/ImmersiveEngineering/1.20.1/changelog.json
[298月2026 23:02:04.926] [main/INFO] [better_ie_coke_oven/]: [Better IECokeOven] Coke oven recipe 'better_test:coke_water' has custom fluid output: 500 mb of minecraft:water (overrides creosote)
[298月2026 23:02:04.942] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 27 recipes
[298月2026 23:02:05.009] [main/INFO] [net.minecraft.advancements.AdvancementList/]: Loaded 1896 advancements
[298月2026 23:02:05.418] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.20.1
[298月2026 23:02:05.419] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[298月2026 23:02:05.419] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[298月2026 23:02:05.419] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[298月2026 23:02:05.470] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:25565
[298月2026 23:02:05.480] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using default channel type
[298月2026 23:02:05.677] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[298月2026 23:02:05.677] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: The server will make no attempt to authenticate usernames. Beware.
[298月2026 23:02:05.677] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[298月2026 23:02:05.677] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: To change this, set "online-mode" to "true" in the server.properties file.
[298月2026 23:02:05.697] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file .\world\serverconfig\forge-server.toml is not correct. Correcting
[298月2026 23:02:05.697] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.removeErroringBlockEntities was corrected from null to its default, false. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.removeErroringEntities was corrected from null to its default, false. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.fullBoundingBoxLadders was corrected from null to its default, false. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.zombieBaseSummonChance was corrected from null to its default, 0.1. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.zombieBabyChance was corrected from null to its default, 0.05. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.permissionHandler was corrected from null to its default, forge:default_handler. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.advertiseDedicatedServerToLan was corrected from null to its default, true. 
[298月2026 23:02:05.698] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key server.useItemWithDurationZero was corrected from null to its default, false. 
[298月2026 23:02:05.701] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file .\world\serverconfig\immersiveengineering-server.toml is not correct. Correcting
[298月2026 23:02:05.701] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.701] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.sanitizeConnections was corrected from null to its default, false. 
[298月2026 23:02:05.701] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.copper was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.copper.maxLength was corrected from null to its default, 16. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.copper.transferRate was corrected from null to its default, 2048. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.copper.loss was corrected from null to its default, 0.05. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.copper.wireConnectorInput was corrected from null to its default, 256. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.electrum was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.electrum.maxLength was corrected from null to its default, 16. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.electrum.transferRate was corrected from null to its default, 8192. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.electrum.loss was corrected from null to its default, 0.025. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.electrum.wireConnectorInput was corrected from null to its default, 1024. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.hv was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.hv.maxLength was corrected from null to its default, 32. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.hv.transferRate was corrected from null to its default, 32768. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.hv.loss was corrected from null to its default, 0.025. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.hv.wireConnectorInput was corrected from null to its default, 4096. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.rope was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.rope.maxLength was corrected from null to its default, 32. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.cable was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.cable.maxLength was corrected from null to its default, 32. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.redstone was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.702] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.redstone.maxLength was corrected from null to its default, 32. 
[298月2026 23:02:05.703] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.insulated_copper was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.703] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.insulated_copper.maxLength was corrected from null to its default, 16. 
[298月2026 23:02:05.703] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.insulated_electrum was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.703] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.insulated_electrum.maxLength was corrected from null to its default, 16. 
[298月2026 23:02:05.703] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.enableWireDamage was corrected from null to its default, true. 
[298月2026 23:02:05.703] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.blocksBreakWires was corrected from null to its default, true. 
[298月2026 23:02:05.704] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key machines was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.704] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key machines.capacitors was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.704] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key machines.capacitors.lv was corrected from null to its default, SimpleCommentedConfig:{}. 
[298月2026 23:02:05.704] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key machines.capacitors.lv.storage was corrected from null to its default, 100000. 
[298月2026 23:02:05.704] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key machines.capacitors.lv.input was corrected from null to its default, 256. 
